cql://vector_search/papers_new_schema?start=-5908136941737579632&end=-5757390501623816919;1;50259;1:50259;
cql://vector_search/papers_new_schema?start=-596964756428060936&end=-448917055200821749;1;37544;1:37544;
cql://vector_search/papers_new_schema?start=-6058883381851342344&end=-5908136941737579632;1;36549;1:36549;
cql://vector_search/papers_new_schema?start=-6196840293956797184&end=-6058883381851342344;1;36754;1:36754;
cql://vector_search/papers_new_schema?start=-6328978617018071468&end=-6196840293956797184;1;35158;1:35158;
cql://vector_search/papers_new_schema?start=-6461116940079345752&end=-6328978617018071468;1;42379;1:42379;
cql://vector_search/papers_new_schema?start=-6509304929945127133&end=-6461116940079345752;1;20387;1:20387;
cql://vector_search/papers_new_schema?start=-6653220914102637802&end=-6509304929945127133;1;45870;1:45870;
cql://vector_search/papers_new_schema?start=-6797136898260148471&end=-6653220914102637802;1;45548;1:45548;
cql://vector_search/papers_new_schema?start=-6941052882417659139&end=-6797136898260148471;1;40527;1:40527;
cql://vector_search/papers_new_schema?start=-7084968866575169808&end=-6941052882417659139;1;46513;1:46513;
cql://vector_search/papers_new_schema?start=-7228884850732680477&end=-7084968866575169808;1;48323;1:48323;
cql://vector_search/papers_new_schema?start=-7372800834890191145&end=-7228884850732680477;1;41561;1:41561;
cql://vector_search/papers_new_schema?start=-745012457655300124&end=-596964756428060936;1;43265;1:43265;
cql://vector_search/papers_new_schema?start=-7516716819047701814&end=-7372800834890191145;1;40014;1:40014;
cql://vector_search/papers_new_schema?start=-7660632803205212482&end=-7516716819047701814;1;41387;1:41387;
cql://vector_search/papers_new_schema?start=-7804548787362723151&end=-7660632803205212482;1;44563;1:44563;
cql://vector_search/papers_new_schema?start=-7948464771520233820&end=-7804548787362723151;1;43879;1:43879;
cql://vector_search/papers_new_schema?start=-8092380755677744488&end=-7948464771520233820;1;51318;1:51318;
cql://vector_search/papers_new_schema?start=-8236296739835255157&end=-8092380755677744488;1;48295;1:48295;
cql://vector_search/papers_new_schema?start=-8380212723992765825&end=-8236296739835255157;1;38727;1:38727;
cql://vector_search/papers_new_schema?start=-8524128708150276494&end=-8380212723992765825;1;52044;1:52044;
cql://vector_search/papers_new_schema?start=-8668044692307787163&end=-8524128708150276494;1;40601;1:40601;
cql://vector_search/papers_new_schema?start=-8811960676465297831&end=-8668044692307787163;1;41461;1:41461;
cql://vector_search/papers_new_schema?start=-893060158882539311&end=-745012457655300124;1;39391;1:39391;
cql://vector_search/papers_new_schema?start=-8955876660622808500&end=-8811960676465297831;1;40555;1:40555;
cql://vector_search/papers_new_schema?start=-9099792644780319168&end=-8955876660622808500;1;48022;1:48022;
cql://vector_search/papers_new_schema?start=-9223372036854775808&end=-9099792644780319168;1;39639;1:39639;
cql://vector_search/papers_new_schema?start=1036141440712067888&end=1186479883759555957;1;42329;1:42329;
cql://vector_search/papers_new_schema?start=1186479883759555957&end=1336818326807044025;1;36612;1:36612;
cql://vector_search/papers_new_schema?start=1336818326807044025&end=1487156769854532094;1;41081;1:41081;
cql://vector_search/papers_new_schema?start=143273749708135001&end=291321450935374189;1;54975;1:54975;
cql://vector_search/papers_new_schema?start=1487156769854532094&end=1637495212902020162;1;42338;1:42338;
cql://vector_search/papers_new_schema?start=1637495212902020162&end=1787833655949508231;1;45234;1:45234;
cql://vector_search/papers_new_schema?start=1787833655949508231&end=1932212257191752233;1;43661;1:43661;
cql://vector_search/papers_new_schema?start=1932212257191752233&end=2076590858433996235;1;36746;1:36746;
cql://vector_search/papers_new_schema?start=2076590858433996235&end=2220969459676240237;1;48841;1:48841;
cql://vector_search/papers_new_schema?start=2220969459676240237&end=2365348060918484239;1;43745;1:43745;
cql://vector_search/papers_new_schema?start=2365348060918484239&end=2509726662160728242;1;41964;1:41964;
cql://vector_search/papers_new_schema?start=2509726662160728242&end=2663151314855436509;1;48387;1:48387;
cql://vector_search/papers_new_schema?start=2663151314855436509&end=2816575967550144776;1;46649;1:46649;
cql://vector_search/papers_new_schema?start=2816575967550144776&end=2970000620244853043;1;57533;1:57533;
cql://vector_search/papers_new_schema?start=291321450935374189&end=439369152162613376;1;40174;1:40174;
cql://vector_search/papers_new_schema?start=2970000620244853043&end=3123425272939561310;1;42014;1:42014;
cql://vector_search/papers_new_schema?start=3123425272939561310&end=3274041832827570969;1;46278;1:46278;
cql://vector_search/papers_new_schema?start=3274041832827570969&end=3424658392715580628;1;43539;1:43539;
cql://vector_search/papers_new_schema?start=3424658392715580628&end=3575274952603590288;1;53334;1:53334;
cql://vector_search/papers_new_schema?start=3575274952603590288&end=3750070268000855870;1;53198;1:53198;
cql://vector_search/papers_new_schema?start=3750070268000855870&end=3924865583398121452;1;58359;1:58359;
cql://vector_search/papers_new_schema?start=3924865583398121452&end=4058112349493189496;1;41070;1:41070;
cql://vector_search/papers_new_schema?start=4058112349493189496&end=4197939479997106291;1;48373;1:48373;
cql://vector_search/papers_new_schema?start=4197939479997106291&end=4337766610501023086;1;37850;1:37850;
cql://vector_search/papers_new_schema?start=4337766610501023086&end=4477593741004939882;1;41120;1:41120;
cql://vector_search/papers_new_schema?start=439369152162613376&end=587416853389852564;1;49702;1:49702;
cql://vector_search/papers_new_schema?start=4477593741004939882&end=4617420871508856677;1;38806;1:38806;
cql://vector_search/papers_new_schema?start=4617420871508856677&end=4757248002012773472;1;43642;1:43642;
cql://vector_search/papers_new_schema?start=4757248002012773472&end=4897075132516690268;1;42073;1:42073;
cql://vector_search/papers_new_schema?start=4897075132516690268&end=5036902263020607063;1;38549;1:38549;
cql://vector_search/papers_new_schema?start=5036902263020607063&end=5176729393524523859;1;36645;1:36645;
cql://vector_search/papers_new_schema?start=5176729393524523859&end=5316556524028440654;1;40455;1:40455;
cql://vector_search/papers_new_schema?start=5316556524028440654&end=5456383654532357449;1;44274;1:44274;
cql://vector_search/papers_new_schema?start=5456383654532357449&end=5596210785036274245;1;34511;1:34511;
cql://vector_search/papers_new_schema?start=5596210785036274245&end=5736037915540191040;1;39224;1:39224;
cql://vector_search/papers_new_schema?start=5736037915540191040&end=5875865046044107835;1;45765;1:45765;
cql://vector_search/papers_new_schema?start=587416853389852564&end=735464554617091752;1;50495;1:50495;
cql://vector_search/papers_new_schema?start=5875865046044107835&end=6015692176548024631;1;40796;1:40796;
cql://vector_search/papers_new_schema?start=6015692176548024631&end=6155519307051941426;1;44798;1:44798;
cql://vector_search/papers_new_schema?start=6155519307051941426&end=6295346437555858222;1;40703;1:40703;
cql://vector_search/papers_new_schema?start=6295346437555858222&end=6471330894105908450;1;55890;1:55890;
cql://vector_search/papers_new_schema?start=6471330894105908450&end=6623314709482745642;1;44391;1:44391;
cql://vector_search/papers_new_schema?start=6623314709482745642&end=6775298524859582834;1;45675;1:45675;
cql://vector_search/papers_new_schema?start=6775298524859582834&end=6927282340236420026;1;44787;1:44787;
cql://vector_search/papers_new_schema?start=6927282340236420026&end=6977986777529091957;1;17750;1:17750;
cql://vector_search/papers_new_schema?start=6977986777529091957&end=7119467097538103939;1;40743;1:40743;
cql://vector_search/papers_new_schema?start=7119467097538103939&end=7260947417547115921;1;44313;1:44313;
cql://vector_search/papers_new_schema?start=7260947417547115921&end=7402427737556127904;1;42742;1:42742;
cql://vector_search/papers_new_schema?start=735464554617091752&end=885802997664579820;1;47054;1:47054;
cql://vector_search/papers_new_schema?start=7402427737556127904&end=7543908057565139886;1;41048;1:41048;
cql://vector_search/papers_new_schema?start=7543908057565139886&end=7685388377574151868;1;41852;1:41852;
cql://vector_search/papers_new_schema?start=7685388377574151868&end=7826868697583163851;1;35947;1:35947;
cql://vector_search/papers_new_schema?start=7826868697583163851&end=7968349017592175833;1;49740;1:49740;
cql://vector_search/papers_new_schema?start=7968349017592175833&end=8109829337601187816;1;43072;1:43072;
cql://vector_search/papers_new_schema?start=8109829337601187816&end=8251309657610199798;1;40717;1:40717;
cql://vector_search/papers_new_schema?start=8251309657610199798&end=8392789977619211780;1;48447;1:48447;
cql://vector_search/papers_new_schema?start=8392789977619211780&end=8534270297628223763;1;46234;1:46234;
cql://vector_search/papers_new_schema?start=8534270297628223763&end=8675750617637235745;1;44639;1:44639;
cql://vector_search/papers_new_schema?start=8675750617637235745&end=8817230937646247728;1;39956;1:39956;
cql://vector_search/papers_new_schema?start=8817230937646247728&end=8936308107850328870;1;37897;1:37897;
cql://vector_search/papers_new_schema?start=885802997664579820&end=1036141440712067888;1;47930;1:47930;
cql://vector_search/papers_new_schema?start=8936308107850328870&end=9055385278054410013;1;40165;1:40165;
cql://vector_search/papers_new_schema?start=9055385278054410013&end=9201168353491821230;1;43679;1:43679;
cql://vector_search/papers_new_schema?start=9201168353491821230&end=-9223372036854775808;1;6981;1:6981;
